HScode,hasEstimatedGain,tariffRate,BCgain,ABgain,SKgain,MBgain,ROCgain,CAgain,JPgain,MLgain,MXgain,NZgain,CNgain,EUgain,USgain,BCgainPercent,ABgainPercent,SKgainPercent,MBgainPercent,CAgainPercent,ROCgainPercent,initialTariffRate,description
170211,,,,,,,,,,,,,,,,,,,,,,,"Sugars; lactose and lactose syrup, containing by weight 99% or more lactose, expressed as anhydrous lactose, calculated on the dry matter"
880390,,,,,,,,,,,,,,,,,,,,,,,Aircraft and spacecraft; parts thereof n.e.c. in chapter 88
847790,,,,,,,,,,,,,,,,,,,,,,,"Machinery; parts of the machines of heading no. 8477, n.e.c. in item no. 8477.90"
843241,,,,,,,,,,,,,,,,,,,,,,,"Spreaders and distributors; for manure and fertilizers, for agricultural, horticultural or forestry use; manure spreaders"
841199,,,,,,,,,,,,,,,,,,,,,,,Turbines; parts of gas turbines (excluding turbo-jets and turbo-propellers)
300390,,,,,,,,,,,,,,,,,,,,,,,"Medicaments; (not containing antibiotics, hormones, alkaloids or their derivatives), for therapeutic or prophylactic uses, (not packaged for retail sale)"
401110,,,,,,,,,,,,,,,,,,,,,,,"Rubber; new pneumatic tyres, of a kind used on motor cars (including station wagons and racing cars)"
720293,,,,,,,,,,,,,,,,,,,,,,,Ferro-alloys; ferro-niobium
040221,,,,,,,,,,,,,,,,,,,,,,,"Dairy produce; milk and cream, concentrated, not containing added sugar or other sweetening matter, in powder, granules or other solid forms, of a fat content exceeding 1.5% (by weight)"
400231,,,,,,,,,,,,,,,,,,,,,,,"Rubber; synthetic, isobutene-isoprene (butyl) rubber (IIR), in primary forms or in plates, sheets or strip"
030483,,,,,,,,,,,,,,,,,,,,,,,"Fish fillets; frozen, flat fish (Pleuronectidae, Bothidae, Cynoglossidae, Soleidae, Scophthalmidae and Citharidae)"
871150,,,,,,,,,,,,,,,,,,,,,,,"Motorcycles (including mopeds) and cycles; fitted with auxiliary motor, with reciprocating internal combustion piston engine of a cylinder capacity exceeding 800cc, with or without side-cars; side-cars"
930690,,,,,,,,,,,,,,,,,,,,,,,Ammunition; n.e.c. in chapter 93
842890,,,,,,,,,,,,,,,,,,,,,,,"Lifting, handling, loading or unloading machinery; n.e.c. in heading no. 8425, 8426, 8427 or 8428"
900720,,,,,,,,,,,,,,,,,,,,,,,"Projectors, cinematographic; whether or not incorporating sound recording or reproducing apparatus"
848250,,,,,,,,,,,,,,,,,,,,,,,Bearings; cylindrical roller bearings n.e.c. in heading no. 8482
843049,,,,,,,,,,,,,,,,,,,,,,,Boring and sinking machinery; not self-propelled
850131,,,,,,,,,,,,,,,,,,,,,,,"Electric motors and generators; DC, of an output not exceeding 750W"
852691,,,,,,,,,,,,,,,,,,,,,,,Radio navigational aid apparatus
841221,,,,,,,,,,,,,,,,,,,,,,,"Engines; hydraulic power engines and motors, linear acting (cylinders)"
901590,,,,,,,,,,,,,,,,,,,,,,,Surveying equipment; parts and accessories for articles of heading no. 9015
848360,,,,,,,,,,,,,,,,,,,,,,,Clutches and shaft couplings (including universal joints)
051110,,,,,,,,,,,,,,,,,,,,,,,Animal products; bovine semen
903040,,,,,,,,,,,,,,,,,,,,,,,"Instruments and apparatus; specially designed for telecommunications (e.g. cross-talk meters, gain measuring instruments, distortion factor meters, psophometers)"
440791,,,,,,,,,,,,,,,,,,,,,,,"Wood; oak (Quercus spp.), sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded or end-jointed, thicker than 6mm"
180690,,,,,,,,,,,,,,,,,,,,,,,Chocolate and other food preparations containing cocoa; n.e.c. in chapter 18
852349,,,,,,,,,,,,,,,,,,,,,,,"Optical media; recorded, excluding products of Chapter 37"
680520,,,,,,,,,,,,,,,,,,,,,,,"Abrasive powder or grain; natural or artificial, on a base of paper or paperboard only, whether or not cut to shape or sewn or otherwise made up"
844332,,,,,,,,,,,,,,,,,,,,,,,"Printing, copying, and facsimile machines; single-function printing, copying or facsimile machines, capable of connecting to an automatic data processing machine or to a network"
854239,,,,,,,,,,,,,,,,,,,,,,,Electronic integrated circuits; n.e.c. in heading no. 8542
852862,,,,,,,,,,,,,,,,,,,,,,,Projectors; capable of directly connecting to and designed for use with an automatic data processing machine of heading 84.71
848390,,,,,,,,,,,,,,,,,,,,,,,"Transmission components; toothed wheels, chain sprockets and other transmission elements presented separately; parts"
210690,,,,,,,,,,,,,,,,,,,,,,,Food preparations; n.e.c. in item no. 2106.10
050690,,,,,,,,,,,,,,,,,,,,,,,"Animal products; bones and horn-cores and powder or waste of such, unworked, defatted, simply prepared (not cut to shape), or treated with acid or degelatinised, n.e.c. in heading no. 0506"
760200,,,,,,,,,,,,,,,,,,,,,,,Aluminium; waste and scrap
261690,,,,,,,,,,,,,,,,,,,,,,,Precious metal ores and concentrates; (excluding silver)
120400,,,,,,,,,,,,,,,,,,,,,,,"Oil seeds; linseed, whether or not broken"
847982,,,,,,,,,,,,,,,,,,,,,,,"Machines; for mixing, kneading, crushing, grinding, screening, sifting, homogenising, emulsifying or stirring"
901819,,,,,,,,,,,,,,,,,,,,,,,"Medical, surgical instruments and appliances; electro-diagnostic apparatus (including apparatus for functional exploratory examination or for checking physiological parameters), n.e.c. in item no. 9018.1"
440793,,,,,,,,,,,,,,,,,,,,,,,"Wood; maple (Acer spp.), sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded or end-jointed, thicker than 6mm"
842139,,,,,,,,,,,,,,,,,,,,,,,"Machinery; for filtering or purifying gases, other than intake air filters for internal combustion engines"
852869,,,,,,,,,,,,,,,,,,,,,,,"Projectors; n.e.c. in subheading 8528.62, whether or not colour"
340540,,,,,,,,,,,,,,,,,,,,,,,"Scouring pastes and powders and other scouring preparations; (whether or not in the form of paper, wadding, felt, nonwovens, cellular plastics, cellular rubber, impregnated, coated or covered)"
020312,,,,,,,,,,,,,,,,,,,,,,,"Meat; of swine, hams, shoulders and cuts thereof, with bone in, fresh or chilled"
740400,,,,,,,,,,,,,,,,,,,,,,,Copper; waste and scrap
903090,,,,,,,,,,,,,,,,,,,,,,,"Instruments, apparatus for measuring, checking electrical quantities, not meters of heading no. 9028; parts and accessories, for measuring or detecting alpha, beta, gamma, x-ray, cosmic and other radiations"
382430,,,,,,,,,,,,,,,,,,,,,,,"Metal carbides, non-agglomerated; mixed together or with metallic binders"
950300,,,,,,,,,,,,,,,,,,,,,,,"Tricycles, scooters, pedal cars and similar wheeled toys; dolls' carriages; dolls; other toys; reduced-size (scale) models and similar recreational models, working or not; puzzles of all kinds"
401691,,,,,,,,,,,,,,,,,,,,,,,"Rubber; vulcanised (other than hard rubber), floor coverings and mats, of non-cellular rubber"
841981,,,,,,,,,,,,,,,,,,,,,,,"Machinery, plant and equipment; for making hot drinks, for cooking or heating food"
030289,,,,,,,,,,,,,,,,,,,,,,,"Fish; fresh or chilled, n.e.c. in heading 0302, excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99"
391910,,,,,,,,,,,,,,,,,,,,,,,"Plastics; plates, sheets, film, foil, tape, strip, other flat shapes thereof, self-adhesive, in rolls of a width not exceeding 20cm"
854442,,,,,,,,,,,,,,,,,,,,,,,"Insulated electric conductors; for a voltage not exceeding 1000 volts, fitted with connectors"
381800,,,,,,,,,,,,,,,,,,,,,,,"Chemical elements; doped for use in electronics, in the form of discs, wafers or similar forms; chemical compounds doped for use in electronics"
870880,,,,,,,,,,,,,,,,,,,,,,,Vehicle parts; suspension systems and parts thereof (including shock-absorbers)
870850,,,,,,,,,,,,,,,,,,,,,,,"Vehicle parts; drive-axles with differential, whether or not provided with other transmission components, and non-driving axles; parts thereof"
160521,,,,,,,,,,,,,,,,,,,,,,,"Crustacean preparations; shrimps and prawns, prepared or preserved, not in airtight containers"
843143,,,,,,,,,,,,,,,,,,,,,,,Boring or sinking machinery; parts of the machinery of item no. 8430.41 or 8430.41
160432,,,,,,,,,,,,,,,,,,,,,,,"Fish preparations; caviar substitutes, prepared from fish eggs"
843149,,,,,,,,,,,,,,,,,,,,,,,"Machinery; parts of machines handling earth, minerals or ores and n.e.c. in heading no. 8431"
854310,,,,,,,,,,,,,,,,,,,,,,,Electrical machines and apparatus; particle accelerators
903089,,,,,,,,,,,,,,,,,,,,,,,"Instruments and apparatus; n.e.c. in heading no. 9030, without a recording device"
854079,,,,,,,,,,,,,,,,,,,,,,,"Tubes; microwave (for example klystrons, travelling wave tubes, carlinotrons), excluding magnetrons and grid-controlled tubes"
030792,,,,,,,,,,,,,,,,,,,,,,,"Molluscs; n.e.c. in heading 0307, whether in shell or not, includes flours, meals, and pellets of molluscs, fit for human consumption, frozen"
841490,,,,,,,,,,,,,,,,,,,,,,,"Pumps and compressors; parts, of air or vacuum pumps, air or other gas compressors and fans, ventilating or recycling hoods incorporating a fan"
720291,,,,,,,,,,,,,,,,,,,,,,,Ferro-alloys; ferro-titanium and ferro-silico-titanium
420219,,,,,,,,,,,,,,,,,,,,,,,"Cases and containers; trunks, suit-cases, vanity-cases, executive-cases, brief-cases, school satchels and similar containers, of vulcanised fibre or of paperboard, or wholly or mainly covered with such materials or with paper"
870810,,,,,,,,,,,,,,,,,,,,,,,"Vehicles; bumpers and parts thereof, for the vehicles of heading no. 8701 to 8705"
854140,,,,,,,,,,,,,,,,,,,,,,,"Electrical apparatus; photosensitive, including photovoltaic cells, whether or not assembled in modules or made up into panels, light-emitting diodes (LED)"
681510,,,,,,,,,,,,,,,,,,,,,,,Stone articles and articles of other mineral substances; non-electrical articles of graphite or other carbon
848310,,,,,,,,,,,,,,,,,,,,,,,Transmission shafts (including cam shafts and crank shafts) and cranks
852610,,,,,,,,,,,,,,,,,,,,,,,Radar apparatus
880510,,,,,,,,,,,,,,,,,,,,,,,"Aircraft launching gear, deck-arrestor or similar gear and parts thereof"
853650,,,,,,,,,,,,,,,,,,,,,,,"Electrical apparatus; switches n.e.c. in heading no. 8536, for a voltage not exceeding 1000 volts"
252520,,,,,,,,,,,,,,,,,,,,,,,Mica; powder
871690,,,,,,,,,,,,,,,,,,,,,,,"Trailers, semi-trailers and other vehicles not mechanically propelled; parts thereof for heading no. 8716"
848210,,,,,,,,,,,,,,,,,,,,,,,Ball bearings
030489,,,,,,,,,,,,,,,,,,,,,,,"Fish fillets; frozen, of fish n.e.c. in heading 0304.8"
902610,,,,,,,,,,,,,,,,,,,,,,,Instruments and apparatus; for measuring or checking the flow or level of liquids
160559,,,,,,,,,,,,,,,,,,,,,,,"Mollusc preparations; n.e.c. in item no. 1605.5, preparations such as pastes, sausages, prepared meals and the like"
121221,,,,,,,,,,,,,,,,,,,,,,,"Seaweeds and other algae; fit for human consumption, fresh, chilled, frozen or dried, whether or not ground"
481029,,,,,,,,,,,,,,,,,,,,,,,"Paper and paperboard; coated with kaolin or other inorganic substances only, having more than 10% of mechanically processed fibres, (excluding light-weight paper), for writing, printing or other graphic purposes, in rolls or sheets"
470100,,,,,,,,,,,,,,,,,,,,,,,Wood pulp; mechanical wood pulp
381129,,,,,,,,,,,,,,,,,,,,,,,Lubricating oil additives; not containing petroleum oils or oils obtained from bituminous minerals
870323,,,,,,,,,,,,,,,,,,,,,,,"Vehicles; with only spark-ignition internal combustion reciprocating piston engine, cylinder capacity over 1500 but not over 3000cc"
300449,,,,,,,,,,,,,,,,,,,,,,,"Medicaments; containing alkaloids or their derivatives; other than ephedrine, pseudoephedrine (INN) or norephedrine or their salts; for therapeutic or prophylactic uses, packaged for retail sale"
852351,,,,,,,,,,,,,,,,,,,,,,,"Semiconductor media; solid-state non-volatile storage devices, whether or not recorded, excluding products of Chapter 37"
050610,,,,,,,,,,,,,,,,,,,,,,,Animal products; ossein and bones treated with acid
230330,,,,,,,,,,,,,,,,,,,,,,,Brewing or distilling dregs and waste; whether or not in the form of pellets
842959,,,,,,,,,,,,,,,,,,,,,,,"Mechanical shovels, excavators and shovel loaders; n.e.c. in item no. 8429.50"
843610,,,,,,,,,,,,,,,,,,,,,,,Machinery; for preparing animal feeding stuffs
880310,,,,,,,,,,,,,,,,,,,,,,,Aircraft and spacecraft; propellers and rotors and parts thereof
050510,,,,,,,,,,,,,,,,,,,,,,,"Animal products; feathers and down used for stuffing, not further worked than cleaned, disinfected or treated for preservation"
390931,,,,,,,,,,,,,,,,,,,,,,,"Amino-resins; n.e.c. in heading no. 3909, in primary forms, poly(methylene phenyl isocyanate) (Crude MDI, polymeric MDI)"
901390,,,,,,,,,,,,,,,,,,,,,,,Optical appliances and instruments; parts and accessories for articles of heading no. 9013
160553,,,,,,,,,,,,,,,,,,,,,,,"Mollusc preparations; mussels, prepared or preserved"
481141,,,,,,,,,,,,,,,,,,,,,,,"Paper and paperboard; self-adhesive, in rolls or sheets, other than goods of heading no. 4803, 4809, or 4810"
843680,,,,,,,,,,,,,,,,,,,,,,,"Machinery; for agricultural, horticultural or forestry use and n.e.c. in heading no. 8436"
841920,,,,,,,,,,,,,,,,,,,,,,,"Sterilizers; for medical, surgical or laboratory use, not used for domestic purposes"
390720,,,,,,,,,,,,,,,,,,,,,,,"Polyethers; in primary forms, excluding polyacetals"
841459,,,,,,,,,,,,,,,,,,,,,,,Fans; n.e.c. in item no. 8414.51
020745,,,,,,,,,,,,,,,,,,,,,,,"Meat and edible offal; of ducks, cuts and offal, excluding fatty livers, frozen"
870322,,,,,,,,,,,,,,,,,,,,,,,"Vehicles; with only spark-ignition internal combustion reciprocating piston engine, cylinder capacity over 1000 but not over 1500cc"
841360,,,,,,,,,,,,,,,,,,,,,,,"Pumps; rotary positive displacement pumps, n.e.c. in heading no. 8413, for liquids"
160510,,,,,,,,,,,,,,,,,,,,,,,"Crustacean preparations; crab, prepared or preserved"
842240,,,,,,,,,,,,,,,,,,,,,,,Machinery; for packing or wrapping
902110,,,,,,,,,,,,,,,,,,,,,,,Orthopaedic or fracture appliances
848010,,,,,,,,,,,,,,,,,,,,,,,Moulding boxes; for metal foundry
440796,,,,,,,,,,,,,,,,,,,,,,,"Wood; of birch (Betula spp.), sawn or chipped lengthwise, sliced or peeled, of a thickness exceeding 6mm, whether or not planed, sanded or finger-jointed"
840690,,,,,,,,,,,,,,,,,,,,,,,Turbines; parts of steam and other vapour turbines
284410,,,,,,,,,,,,,,,,,,,,,,,"Uranium; natural uranium and its compounds, alloys, dispersions (including cermets), ceramic products and mixtures containing natural uranium or natural uranium compounds"
300212,,,,,,,,,,,,,,,,,,,,,,,"Blood, human or animal, antisera, other blood fractions and immunological products; antisera and other blood fractions"
844010,,,,,,,,,,,,,,,,,,,,,,,Book-binding machinery; including book-sewing machines
844240,,,,,,,,,,,,,,,,,,,,,,,"Machinery, apparatus and equipment (excluding machines of heading no. 8456 to 8465) for preparing or making printing components; parts thereof"
902300,,,,,,,,,,,,,,,,,,,,,,,"Instruments, apparatus and models; designed for demonstrational purposes (in education or exhibitions), unsuitable for other uses"
848340,,,,,,,,,,,,,,,,,,,,,,,"Gears and gearing; (not toothed wheels, chain sprockets and other transmission elements presented separately); ball or roller screws; gear boxes and other speed changers, including torque converters"
890690,,,,,,,,,,,,,,,,,,,,,,,"Vessels; other, including lifeboats other than rowing boats, other than warships"
330491,,,,,,,,,,,,,,,,,,,,,,,"Cosmetic and toilet preparations; powders, whether or not compressed (excluding lip, eye, manicure or pedicure preparations)"
040690,,,,,,,,,,,,,,,,,,,,,,,"Dairy produce; cheese (not grated, powdered or processed), n.e.c. in heading no. 0406"
291529,,,,,,,,,,,,,,,,,,,,,,,Acids; saturated acyclic monocarboxylic acids; acetic acid and its salts n.e.c. in item no. 2915.2
440795,,,,,,,,,,,,,,,,,,,,,,,"Wood; ash (Fraxinus spp.), sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded or end-jointed, thicker than 6mm"
841990,,,,,,,,,,,,,,,,,,,,,,,"Machinery, plant and laboratory equipment; parts of equipment for treating materials by a process involving a change of temperature"
903290,,,,,,,,,,,,,,,,,,,,,,,"Regulating or controlling instruments and apparatus; automatic, parts and accessories"
851140,,,,,,,,,,,,,,,,,,,,,,,"Ignition or starting equipment; starter motors and dual purpose starter-generators, of a kind used for spark or compression-ignition internal combustion engines"
284590,,,,,,,,,,,,,,,,,,,,,,,"Isotopes (excluding those of heading no. 2844); compounds, inorganic or organic, of such isotopes, whether or not chemically defined"
847170,,,,,,,,,,,,,,,,,,,,,,,Units of automatic data processing machines; storage units
300215,,,,,,,,,,,,,,,,,,,,,,,"Blood, human or animal, antisera, other blood fractions and immunological products; immunological products, put up in measured doses or in forms or packings for retail sale"
300290,,,,,,,,,,,,,,,,,,,,,,,"Toxins, cultures of micro-organisms (excluding yeasts) and similar products"
440929,,,,,,,,,,,,,,,,,,,,,,,"Wood; non-coniferous, other than bamboo or tropical wood, (including unassembled strips and friezes for parquet flooring), continuously shaped along any edges, ends or faces, whether or not planed, sanded or end-jointed"
940540,,,,,,,,,,,,,,,,,,,,,,,"Lamps and light fittings; electric, n.e.c. in heading no. 9405"
854449,,,,,,,,,,,,,,,,,,,,,,,"Insulated electric conductors; for a voltage not exceeding 1000 volts, not fitted with connectors"
030890,,,,,,,,,,,,,,,,,,,,,,,"Aquatic invertebrates; other than crustaceans, molluscs, sea urchins, sea cucumbers and jellyfish, live, fresh, chilled, frozen, dried, salted or in brine, smoked, cooked or not before or during smoking, includes edible flours, meals, and pellets"
480261,,,,,,,,,,,,,,,,,,,,,,,"Uncoated paper and paperboard (not 4801 or 4803); over 10% by weight of mechanical or chemi-mechanical processed fibre, in rolls"
732020,,,,,,,,,,,,,,,,,,,,,,,Iron or steel; helical springs and leaves for springs
920600,,,,,,,,,,,,,,,,,,,,,,,"Musical instruments; percussion (e.g. drums, xylophones, cymbals, castanets, maracas)"
294200,,,,,,,,,,,,,,,,,,,,,,,Organic compounds; n.e.c. in chapter 29
940610,,,,,,,,,,,,,,,,,,,,,,,"Buildings; prefabricated, of wood"
390950,,,,,,,,,,,,,,,,,,,,,,,Polyurethanes; in primary forms
847190,,,,,,,,,,,,,,,,,,,,,,,"Magnetic or optical readers, machines for transcribing data onto data media in coded form and machines for processing such data, not elsewhere specified or included"
360300,,,,,,,,,,,,,,,,,,,,,,,"Fuses and detonators; safety or detonating fuses, percussion or detonating caps, igniters, electric detonators"
030743,,,,,,,,,,,,,,,,,,,,,,,"Molluscs; cuttle fish and squid, whether in shell or not, includes flours, meals, and pellets of molluscs, fit for human consumption, frozen"
843139,,,,,,,,,,,,,,,,,,,,,,,"Machinery; parts of the machinery of heading no. 8428, (other than lifts, skip hoists or escalators)"
870870,,,,,,,,,,,,,,,,,,,,,,,Vehicle parts; road wheels and parts and accessories thereof
392190,,,,,,,,,,,,,,,,,,,,,,,"Plastics; plates, sheets, film, foil and strip, other than cellular"
848130,,,,,,,,,,,,,,,,,,,,,,,"Valves; check (nonreturn) valves, for pipes, boiler shells, tanks, vats or the like"
901920,,,,,,,,,,,,,,,,,,,,,,,"Therapeutic respiration apparatus; ozone, oxygen, aerosol therapy apparatus; artificial respiration or other therapeutic respiration apparatus"
940690,,,,,,,,,,,,,,,,,,,,,,,"Buildings; prefabricated, not of wood"
853190,,,,,,,,,,,,,,,,,,,,,,,"Signalling apparatus; parts of the electric, sound or visual apparatus of heading no. 8531"
842230,,,,,,,,,,,,,,,,,,,,,,,"Machinery; for filling, closing, sealing, capsuling or labelling bottles, cans, bags or other containers, machinery for aerating beverages"
848330,,,,,,,,,,,,,,,,,,,,,,,"Bearing housings, not incorporating ball or roller bearings and plain shaft bearings"
970300,,,,,,,,,,,,,,,,,,,,,,,"Sculptures and statuary; original, in any material"
901820,,,,,,,,,,,,,,,,,,,,,,,"Medical, surgical instruments and appliances; ultra-violet or infra-red ray apparatus"
840991,,,,,,,,,,,,,,,,,,,,,,,"Engines; parts, suitable for use solely or principally with spark-ignition internal combustion piston engines (for other than aircraft)"
730449,,,,,,,,,,,,,,,,,,,,,,,"Steel, stainless; (excluding cold-drawn or cold-rolled), tubes pipes and hollow profiles of circular cross-section"
401180,,,,,,,,,,,,,,,,,,,,,,,"Rubber; new pneumatic tyres, of a kind used on construction, mining or industrial handling vehicles and machines"
390730,,,,,,,,,,,,,,,,,,,,,,,Epoxide resins; in primary forms
842199,,,,,,,,,,,,,,,,,,,,,,,Machinery; parts for filtering or purifying liquids or gases
690919,,,,,,,,,,,,,,,,,,,,,,,"Ceramic wares; for laboratory, chemical or other technical uses, other than articles having a hardness equivalent to 9 or more on the Mohs scale or of porcelain or china"
030539,,,,,,,,,,,,,,,,,,,,,,,"Fish fillets; dried, salted or in brine, but not smoked, n.e.c. in item no. 0305.3"
350400,,,,,,,,,,,,,,,,,,,,,,,"Peptones and their derivatives; other protein substances and their derivatives n.e.c. or included, hide powder, whether or not chromed"
870130,,,,,,,,,,,,,,,,,,,,,,,Tractors; track-laying
220890,,,,,,,,,,,,,,,,,,,,,,,"Spirits, liqueurs and other spirituous beverages; n.e.c. in heading no. 2208"
854320,,,,,,,,,,,,,,,,,,,,,,,Electrical machines and apparatus; signal generators
901320,,,,,,,,,,,,,,,,,,,,,,,Lasers; other than laser diodes
050800,,,,,,,,,,,,,,,,,,,,,,,"Animal products; coral and similar materials, shells of molluscs, crustaceans, echinoderms, cuttle-bone, unworked or simply prepared but not cut to shape, powder and waste thereof"
721049,,,,,,,,,,,,,,,,,,,,,,,"Iron or non-alloy steel; flat-rolled, width 600mm or more, (not corrugated), plated or coated with zinc (not electrolytically)"
851850,,,,,,,,,,,,,,,,,,,,,,,Amplifier sets; electric sound
010392,,,,,,,,,,,,,,,,,,,,,,,"Swine; live, other than pure-bred breeding animals, weighing 50kg or more"
853690,,,,,,,,,,,,,,,,,,,,,,,"Electrical apparatus; n.e.c. in heading no. 8536, for switching or protecting electrical circuits, for a voltage not exceeding 1000 volts"
854430,,,,,,,,,,,,,,,,,,,,,,,"Insulated electric conductors; ignition wiring sets and other wiring sets of a kind used in vehicles, aircraft or ships"
292990,,,,,,,,,,,,,,,,,,,,,,,"Nitrogen-function compounds; n.e.c. in chapter 29, excluding isocyanates"
841391,,,,,,,,,,,,,,,,,,,,,,,Pumps; parts thereof
040490,,,,,,,,,,,,,,,,,,,,,,,"Dairy produce; natural milk constituents (excluding whey), whether or not containing added sugar or other sweetening matter, n.e.c. in chapter 04"
848180,,,,,,,,,,,,,,,,,,,,,,,"Taps, cocks, valves and similar appliances; for pipes, boiler shells, tanks, vats or the like, including thermostatically controlled valves"
902710,,,,,,,,,,,,,,,,,,,,,,,"Instruments and apparatus; gas or smoke analysis apparatus, for physical or chemical analysis"
441820,,,,,,,,,,,,,,,,,,,,,,,Wood; doors and their frames and thresholds
293399,,,,,,,,,,,,,,,,,,,,,,,Heterocyclic compounds; n.e.c. in headings no. 2933
854390,,,,,,,,,,,,,,,,,,,,,,,Electrical machines and apparatus; parts of the electrical goods of heading no. 8543
870590,,,,,,,,,,,,,,,,,,,,,,,"Vehicles; break-down lorries, road-sweepers, spraying lorries, mobile workshops, mobile radiological units, and other special purpose vehicles n.e.c. in heading no. 8705"
950699,,,,,,,,,,,,,,,,,,,,,,,Equipment for outdoor games and recreation n.e.c. in heading no. 9506
380894,,,,,,,,,,,,,,,,,,,,,,,Disinfectants; other than containing goods specified in Subheading Note 1 in this Chapter; put up in forms or packings for retail sale or as preparations or articles
847950,,,,,,,,,,,,,,,,,,,,,,,"Machinery and mechanical appliances; industrial robots, n.e.c. or included"
230240,,,,,,,,,,,,,,,,,,,,,,,"Bran, sharps and other residues; of other cereals, whether or not in the form of pellets, derived from the sifting, milling or other workings thereof"
902690,,,,,,,,,,,,,,,,,,,,,,,"Instruments and apparatus; parts and accessories for those measuring or checking the flow, level, pressure or other variables of liquids or gases (excluding those of heading no. 9014, 9015, 9028 or 9032)"
920999,,,,,,,,,,,,,,,,,,,,,,,"Musical instruments; parts and accessories for musical instruments n.e.c. in heading no. 9209; metronomes, tuning forks and pitch pipes"
250410,,,,,,,,,,,,,,,,,,,,,,,"Graphite; natural, in powder or in flakes"
730890,,,,,,,,,,,,,,,,,,,,,,,"Iron or steel; structures and parts thereof, n.e.c. in heading 7308"
290372,,,,,,,,,,,,,,,,,,,,,,,Halogenated derivatives of acyclic hydrocarbons containing two or more different halogens; dichlorotrifluoroethane
310520,,,,,,,,,,,,,,,,,,,,,,,"Fertilizers, mineral or chemical; containing the three fertilizing elements nitrogen, phosphorus and potassium"
722592,,,,,,,,,,,,,,,,,,,,,,,"Steel, alloy; flat-rolled, width 600mm or more, n.e.c. in heading no. 7225, plated or coated with zinc (other than electrolytically)"
902590,,,,,,,,,,,,,,,,,,,,,,,"Hydrometers and similar floating instruments, barometers, hygrometers, psychrometers, thermometers, pyrometers; recording or not, any combination of these instruments, parts and accessories"
490199,,,,,,,,,,,,,,,,,,,,,,,"Printed matter; books, brochures, leaflets and similar printed matter n.e.c. in item no. 4901.10 or 4901.91"
040410,,,,,,,,,,,,,,,,,,,,,,,"Dairy produce; whey, whether or not concentrated or containing added sugar or other sweetening matter"
731829,,,,,,,,,,,,,,,,,,,,,,,"Iron or steel; non-threaded articles, n.e.c. in item no. 7318.2"
262011,,,,,,,,,,,,,,,,,,,,,,,"Slag, ash and residues; (not from the manufacture of iron or steel), containing mainly zinc, hard zinc spelter"
701990,,,,,,,,,,,,,,,,,,,,,,,Glass fibres; n.e.c. in heading no. 7019
120600,,,,,,,,,,,,,,,,,,,,,,,"Oil seeds; sunflower seeds, whether or not broken"
252930,,,,,,,,,,,,,,,,,,,,,,,Leucite; nepheline and nepheline syenite
190120,,,,,,,,,,,,,,,,,,,,,,,"Food preparations; mixes and doughs for the preparation of bread, pastry, cakes, biscuits and other bakers' wares"
030499,,,,,,,,,,,,,,,,,,,,,,,"Fish meat, excluding fillets, whether or not minced; frozen, n.e.c. in item no. 0304.9"
846694,,,,,,,,,,,,,,,,,,,,,,,"Machine-tools; parts and accessories, for the machines of heading no. 8462 or 8463, n.e.c. in heading no. 8466"
330790,,,,,,,,,,,,,,,,,,,,,,,Perfumes and deodorizers; perfuming or deodorizing preparations n.e.c. in heading no. 3307
901380,,,,,,,,,,,,,,,,,,,,,,,"Optical devices, appliances and instruments; n.e.c. in heading no. 9013 (including liquid crystal devices)"
340220,,,,,,,,,,,,,,,,,,,,,,,"Washing and cleaning preparations; surface-active, whether or not containing soap (excluding those of heading no. 3401), put up for retail sale"
160556,,,,,,,,,,,,,,,,,,,,,,,"Mollusc preparations; clams, cockles and arkshells, prepared or preserved"
920790,,,,,,,,,,,,,,,,,,,,,,,"Musical instruments; (other than keyboard), the sound of which is produced or must be amplified electrically"
020743,,,,,,,,,,,,,,,,,,,,,,,"Meat and edible offal; of ducks, fatty livers (foie gras), fresh or chilled"
940290,,,,,,,,,,,,,,,,,,,,,,,"Furniture; for medical, surgical, veterinary use (e.g. operating tables, examination tables, hospital beds with mechanical fittings) and parts thereof"
901490,,,,,,,,,,,,,,,,,,,,,,,Navigational instruments and appliances; parts and accessories
030474,,,,,,,,,,,,,,,,,,,,,,,"Fish fillets; frozen, hake (Merluccius spp., Urophycis spp.)"
810590,,,,,,,,,,,,,,,,,,,,,,,Cobalt; articles n.e.c. in heading no. 8105
760612,,,,,,,,,,,,,,,,,,,,,,,"Aluminium; plates, sheets and strip, thickness exceeding 0.2mm, alloys, rectangular (including square)"
852550,,,,,,,,,,,,,,,,,,,,,,,"Transmission apparatus for radio-broadcasting or television, whether or not incorporating sound recording or reproducing apparatus, not incorporating reception apparatus"
392010,,,,,,,,,,,,,,,,,,,,,,,"Plastics; plates, sheets, film, foil and strip (not self-adhesive), of polymers of ethylene, non-cellular and not reinforced, laminated, supported or similarly combined with other materials"
281820,,,,,,,,,,,,,,,,,,,,,,,Aluminium oxide; other than artificial corundum
