HS_2,HS_4,HS6 Code,Description,ROC Export to Japan Baseline,BC Export to Japan Baseline,AB Export to Japan Baseline,SK Export to Japan Baseline,MB Export to Japan Baseline,Western Canada Exports to Japan Baseline,Total CDN export to Japan Baseline,ROC Gain - No Export Promotion ,ROC Gain %,BC Gain - no export promotion,BC%,AB Gain - no export promotion,AB%,SK Gain - no export promotion,SK%,MB Gain - no export promotion,MB%,Western Canada Gain - no export promotion,Western Canada Gain %,Total Canada Gain - no export promotion,Total Canada Gain %,West Exports to Japan as % of total West Exports (Pre-TPP),West Exports to Japan as % of total West Exports (Post-TPP),Canada export change with China,Canada export change with EU,Canada export change with USA,Australia's export to Japan Change,Brunei's export to Japan  Change,Chile's export to Japan Change,Japan's export to Japan Change (internal trade change),Malaysia's export to Japan Change,Mexico's export to Japan Change,New Zealand's export to Japan Change,Peru's export to Japan Change,Singapore's export to Japan Change,Vietnam's export to Japan Change,China's export to Japan Change,EU's export to Japan Change,USA's export to Japan Change,ROW's export to Japan Change,Japan Rate for Canada TPP,Japan Rate for China  ,Japan Rate for EU28 ,Japan Rate for USA (OLD),Japan Rate for ROW
'71,'7113,'711319,non-silver jewellery,642.18531400384,27.250254761267,70.8218020278694,0,0,98.0720567891364,740.257370792976,306.482997867137,47.7250088383841%,13.0078152703731,47.734655636549%,33.9819204145276,47.9822871510036%,0,0,0,0,46.9897356849007,47.9134803769159%,353.472733552038,47.7499782505903%,0.515825197736643%,0.758971143880657%,0.440157526534414,1.96295194598286,50.2984129311481,-0.12659776914677,0,-0.00000376397735690759,-273.090416541323,-0.00285012674351037,-0.0318519760135416,1.99374763394111,0,-0.205204468794022,-46.8109666659802,0.420716433160123,-6.36717246263288,0.162210174254142,-0.149657887464855,1,1.05333333462477,1.05333333462477,1.05333333462477,1.05333333462477
'21,'2103,'210390,*Sauces and prepared sauces,497.98544686165,275.122936287096,0,0,0,275.122936287096,773.108383148746,218.75959253616,43.9289127653836%,121.394532241498,44.1237411463289%,0,0%,0,0,0,0,121.394532241498,44.1237411463289%,340.154124777658,43.9982455489959%,6.55871927044859%,9.17739239592627%,0.0192229658339102,0.167111510939201,38.0556538735993,-95.9149288221233,0,0,-4797.12233701116,-1.36452888071591,-7.63558252692428,12126.1127166381,-0.664420470403826,-15.4333351202813,-87.2740266534092,-130.038311908364,-52.8510379407217,-143.028442865521,-406.169281721537,1,1.08033332973719,1.09633333235979,1.09633333235979,1.09633333235979
'42,'4205,'420500,Leather articles,256.381876833084,0.0264900662251656,14.3208469185969,0,0.193719405397724,14.5410563902198,270.922933223304,306.46854891667,119.53596435999%,0.0324451199008279,122.480327625625%,15.9486642565367,111.36676725331%,0,0,0.237388784652648,122.542594101642%,16.2184981610902,111.53590032151%,322.68704707776,119.106582539393%,4.22922941326761%,8.5600658911346%,-0.562700312043767,-8.37981378589925,-53.6424621714636,-0.137548839778367,0,0,-46.345239382903,-0.0114211595599749,-0.128087685650485,0.490959935610383,-0.00669352938068002,-0.0562469385245059,-6.00768430434027,-93.2673582559946,-53.1828521074094,-4.96112582464139,-24.1836842173288,1,1.10433333367109,1.10433333367109,1.10433333367109,1.10433333367109
'39,'3925,'392590,"Building elements for floors, walls, etc",948.063835083466,14.4671319551969,14.442305164045,0,146.811103407752,175.720540526994,1123.78437561046,271.241571856218,28.6100536502733%,4.15078405394873,28.6911328852413%,4.14588375312767,28.7065236888159%,0,0,41.2627314110944,28.1060018304553%,49.5593992181708,28.2035321935272%,320.800971074389,28.5464879239066%,1.1714803208553%,1.49262961518558%,-0.184946096158108,-1.30509825784968,-98.2381442666035,0.00165996888312325,0,0,-155.145846187836,-4.27336313105275,-0.0854750782763851,1.78489569990525,0,-0.00183423832190677,-5.48602220712564,-18.3225026058863,-2.43654351123041,-1.87700568149558,-20.1710217918298,1,1,1.03900000080466,1.03900000080466,1.03900000080466
'62,'6204,'620449,Women's dresses,334.178567544652,2.84628351659463,0,0,0,2.84628351659463,337.024851061246,315.797083251967,94.4995023386025%,2.79714271662018,98.2735100109336%,0,0%,0,0,0,0,2.79714271662018,98.2735100109336%,318.594225968587,94.5313750500523%,0.324185623358935%,0.633152704617366%,-0.233306276565576,-2.31201876186479,-90.4120436286338,-0.140997575733017,0,-0.00753128244092327,-99.4035796810276,0,0.00426680258799839,0.767324270744708,-0.00318134740409093,0,-21.0344887184875,-51.8032885134562,-37.6958557439648,-9.19239227490925,-11.288064793187,1,1.09549999982119,1.09549999982119,1.09549999982119,1.09549999982119
'44,'4412,'441239,Plywood <= 6 mm thick,0,775.270610881696,0,0,0,775.270610881696,775.270610881696,0,0%,313.961835057826,40.497063947873%,0,0%,0,0,0,0,313.961835057826,40.497063947873%,313.961835057826,40.497063947873%,0.659062973052847%,0.924556048782216%,-0.25263918542859,-6.61942158359605,-127.809512356156,0,0,-38.9061282334263,-1070.92403513155,-0.107358086720397,0,2956.33390884222,0,0,-66.7304705014478,-308.008090551695,-165.424205519827,-45.4207414690001,-262.457004370453,1,1.0599999986589,1.0599999986589,1.0599999986589,1.0599999986589
'20,'2008,'200899,*Preserved fruit,369.690758478848,63.9942976613576,0,0,0,63.9942976613576,433.685056140206,252.400946614698,68.273534251503%,43.7317821673635,68.3369983975471%,0,0%,0,0,0,0,43.7317821673635,68.3369983975471%,296.132728782061,68.2828989814961%,0.337182529447779%,0.565877059343068%,-0.032645309265888,-1.45776371648981,-24.1634788056444,-0.1067736462536,0,-0.133515683283918,-428.863696780289,-0.0290512719717242,-1.10652847760639,766.79788202595,-0.0968392781755085,-0.00349784371513451,-4.58095300006062,-43.2421581836243,-3.76137825201295,-7.31660695490064,-28.3669110243791,1,1.0873636379838,1.13913635909557,1.13913635909557,1.13913635909557
'35,'3505,'350510,Dextrins and other modified starches,427.006352289296,0.160067916956085,0,0,0,0.160067916956085,427.166420206252,294.596414951563,68.9911082990106%,0.110735259046819,69.1801712376873%,0,0%,0,0,0,0,0.110735259046819,69.1801712376873%,294.70715021061,68.9911791447263%,0.50971238186119%,0.859323493965909%,-0.00100896926115923,-0.274678951806055,-9.08016233644985,-1.20879975058415,0,0,-92.6355410066899,-0.0583052313386361,0,-0.0291582210716115,0,-0.0000930634554523468,-1.34850306577937,-0.984535950661666,-4.94618374507263,-2.12301771517014,-15.6808501500927,1,1.02809999883175,1.14050000905991,1.14050000905991,1.14050000905991
'20,'2008,'200893,*Cranberries,243.288416901012,60.8334209338242,0,0,0,60.8334209338242,304.121837834836,234.158652236134,96.2473492239489%,58.1170229685668,95.5346947063648%,0,0%,0,0,0,0,58.1170229685668,95.5346947063648%,292.275675204701,96.1047971055044%,8.77523990174605%,14.7803634847575%,-4.50462418452378,-40.7911338982267,-49.9193119127756,0,0,-0.153919813663443,-83.0459988458388,0,0,0,0,0,0,0,-0.514180570848822,-26.4796294271782,-0.298620959430124,1,1.1714999973774,1.18524999916554,1.18524999916554,1.18524999916554
'07,'0702,'070200,"Tomatoes, fresh or chilled",1224.54514003671,1189.19605625292,0,0,0,1189.19605625292,2413.74119628963,139.327748105714,11.3779185062576%,134.226826666241,11.2871907000079%,0,0%,0,0,0,0,134.226826666241,11.2871907000079%,273.554574771955,11.3332189545615%,2.39485976896521%,2.66057140787381%,-0.00115767516472598,-0.00232282267138473,-100.295076498653,0,0,0,-149.750651728682,0,-3.04339265406043,283.34386423708,0,0,0,0,-4.39789345202917,-7.96039713782557,-15.5783158074064,1,1.02999999932945,1.02999999932945,1.02999999932945,1.02999999932945
'42,'4202,'420292,"Shopping, beverage bags,  rucksacks",95.3374443320943,201.717261533292,1.46256927267906,0,0.0152813151192406,203.19511212109,298.532556453184,83.6852459088727,87.7779412854483%,178.459845480889,88.470289614474%,1.30749306934169,89.3970011380515%,0,0,0.0135276077118154,88.5238450111075%,179.780866157943,88.4769639787427%,263.466112066815,88.2537285705159%,15.6529561770285%,25.5845199643431%,0.30660797925931,5.84731779540859,80.3185877479011,0.777687063391682,-0.0000939193410472994,0.000828226925733588,270.004460732918,-3.02480805999755,9.33575221372638,7.23513972655619,0.16213615434782,-0.00624810516715257,-5265.05434250087,2629.42070012586,180.462550639728,18.0845283454219,178.239737071563,1,1.07999999821186,1.07999999821186,1.07999999821186,1.07999999821186
'61,'6114,'611430,"Professional, sporting garments",135.233412895447,145.068487831579,3.96367953857886,0,0,149.032167370158,284.265580265605,115.766357874392,85.6048482366512%,133.589948631371,92.0875033773469%,3.42181493499863,86.3292529502899%,0,0,0,0,137.01176356637,91.9343561756488%,252.778121440762,88.9232249660957%,4.08277880829776%,7.00708495091627%,0.944248083926892,44.1589970618863,489.10547897359,0.0757857302161931,0,0,-16.3477139919996,-15.8836572820063,0.625946888842591,6.41954889733734,0.0680247163643593,-0.531147758969212,-879.00910560989,327.291723618269,2.2433874226831,1.90918645319334,76.1589062305502,1,1.08100000023842,1.08100000023842,1.08100000023842,1.08100000023842
'42,'4203,'420310,Leather apparel ,157.011748006481,0.0207902592675773,0.00633790217610966,0,0,0.027128161443687,157.038876167924,229.264804911953,146.017611944865%,0.031162273933129,149.88881827812%,0.00942463878106892,148.702812368965%,0,0,0,0,0.040586912714198,149.611733911452%,229.305391824667,146.018232822468%,0.0118581983362926%,0.0290641529233383%,-0.0209744980291249,-0.0831673736640368,-2.15575592288376,-0.00638005858082202,0,0,-153.113954087254,0,0.0138639439660455,42.751135653253,-0.000704658558432714,0,-24.913783233269,-18.9712190721621,-20.1213300849195,-2.70005962651703,-12.8423862944001,1,1.12999999523163,1.12999999523163,1.12999999523163,1.12999999523163
'39,'3901,'390120,"Polyethylene specific gravity  >= 0,94",0,0,438.695881125716,0,0,438.695881125716,438.695881125716,0,0%,0,0,225.822760889147,51.4759245766506%,0,0,0,0,225.822760889147,51.4759245766506%,225.822760889147,51.4759245766506%,0.0523863924484847%,0.0793410955919152%,-8.0869916072761,-0.403948024801996,-121.892914897876,0.0102681426228841,0,0,-89.4012394703459,-0.758779035490989,-0.045519491748891,0.309026986847823,0,-1.71551691225159,-0.00282405468855984,-0.790821972585036,-0.892984036192502,-0.937323516931428,-37.2685806279478,1,1.01300000026822,1.06499999761581,1.06499999761581,1.06499999761581
'03,'0304,'030441,Fresh / chilled Pacific salmon fillets,0,1523.95479722821,0,0,0,1523.95479722821,1523.95479722821,0,0%,217.33147505502,14.2610184665782%,0,0%,0,0,0,0,217.33147505502,14.2610184665782%,217.33147505502,14.2610184665782%,7.96847700508948%,9.00286935317887%,-7.41666947018985,-0.918552013469967,-59.699663756066,-0.00276703063999051,0,-0.222239264334803,-59.9191932603717,0,0,0,0,0,0,0,-0.0264431471271962,-0.0161910255498867,-19.1939685927646,1,1.03500000014901,1.03500000014901,1.03500000014901,1.03500000014901
'61,'6101,'610120,"Overcoats. ski jackets, windbreakers",49.9513481099944,116.729466418831,0,0,0,116.729466418831,166.680814528825,64.6924479320673,129.51091487984%,152.419622372447,130.575104169121%,0,0%,0,0,0,0,152.419622372447,130.575104169121%,217.112070304514,130.256185103396%,12.2430602733453%,23.0279182252085%,0.66065182322375,4.54540386029962,73.5789536157879,0,0,0,-141.607627488709,-11.9817716390528,0.101835872731465,0,0.131085342250849,0,-215.27817981415,68.1867489040069,2.89972123053087,0.219380117420883,9.13862744250969,1,1.1089999973774,1.1089999973774,1.1089999973774,1.1089999973774
'22,'2204,'220421,"*Wine, fermentation arrested ...",450.146865312022,164.867931290077,0,0,0,164.867931290077,615.014796602099,158.836849296189,35.2855615657993%,58.1678937577127,35.2815088432021%,0,0%,0,0,0,0,58.1678937577127,35.2815088432021%,217.004743053902,35.2844751464247%,4.20473174505982%,5.5760535670112%,-0.588138378370376,-0.0883177006880089,-0.333086316188997,-3.50450828275279,0,-6.91312330949586,-356.840032042935,0,-0.00516685807380668,4011.95734566846,-0.00212874504095595,0,-0.000755714754575365,-0.00422844023134417,-32.0113401593408,-4.85037902054319,-1.26718388894005,1,1.14047163724899,1.14047163724899,1.14047163724899,1.14047163724899
'61,'6109,'610910,"T-shirts, cotton",168.098284047993,46.2119946853503,0,0,0,46.2119946853503,214.310278733343,169.722591286464,100.966284247142%,46.4309910117425,100.473894987402%,0,0%,0,0,0,0,46.4309910117425,100.473894987402%,216.153582298207,100.860109732374%,1.45396135847715%,2.73258223303804%,1.49405992139848,23.3878241070072,222.271070272357,0.465269751156285,0,0,-247.559441282647,-106.960534872276,176.616165317644,6.25240122570344,22.727855000599,-0.625859419428803,-12375.700238825,3879.96033832501,292.555591940691,116.611668234746,2012.46175832819,1,1.09149999916554,1.09149999916554,1.09149999916554,1.09149999916554
'07,'0711,'071159,Mushrooms preserved,0,830.376679968107,0,0,0,830.376679968107,830.376679968107,0,0%,213.325903790942,25.6902570769611%,0,0%,0,0,0,0,213.325903790942,25.6902570769611%,213.325903790942,25.6902570769611%,98.4412649602628%,98.8869768141293%,0,-0.112294216011578,-0.178070730482524,0,0,0,-59.6135472824535,0,0,0,0,0,-0.206913905008527,-19.4490646621043,-0.00541475616674814,0,-0.0000450786254006796,1,1.09000000357628,1.09000000357628,1.09000000357628,1.09000000357628
'15,'1514,'151499,*Canola oil erucic acid >= 2%,21.0869008192262,630.400755150698,0,247.686684745635,0,878.087439896333,899.174340715559,6.32005126522938,29.9714563055516%,136.599767493188,21.6687188866919%,0,0%,67.4051261234125,27.2138674683442%,0,0,204.0048936166,23.232867747281%,210.32494488183,23.3908971106153%,31.1989913465505%,36.4872322485179%,-6.41524632906575,-0.249495384410331,-36.1282367896818,0,0,0,-61.8575444495459,0,0,0,0,0,0,0,-55.958768468827,-0.172030273597063,-0.000236196295333183,1,1.04793845117092,1.04793845117092,1.04793845117092,1.04793845117092
'16,'1604,'160411,Prepared / preserved salmon,161.797817432131,313.689840889533,0,0,0,313.689840889533,475.487658321665,71.406334404995,44.1330640538136%,138.591311783981,44.181001013924%,0,0%,0,0,0,0,138.591311783981,44.181001013924%,209.997646188976,44.1646891383486%,2.26692848976644%,3.23781061755471%,-0.00292589954657707,-4.3708476925099,-10.668498093536,-0.000985734555382756,0,-0.00161931721123043,-60.4104521801928,0,0,0.796619378336873,0,0,-2.43240167452677,-5.91219155969884,-0.188822764857832,-0.12130605777304,-7.83816935512004,1,1.08399999886751,1.09600000083447,1.09600000083447,1.09600000083447
'23,'2309,'230990,*Animal feed,1965.36654485622,246.380219940005,169.424799958864,0,0.00362165838634838,415.808641557256,2381.17518641347,169.871090747531,8.64322694370268%,22.5233355491801,9.1416979636858%,16.4199206616583,9.69156856944498%,0,0,0.000319890471151643,8.83270692667896%,38.9435761013095,9.36574477034939%,208.814666848841,8.76939538259498%,0.476423527592054%,0.517903943526841%,2.59693883432588,14.8485559223967,436.120261832122,-0.940584118121478,0,-0.0293607452376818,-287.9709143769,-2.1471202941427,-0.00146668515323256,84.0041069522767,0,-0.359551756204382,-0.00860315323745908,-0.22418338508578,-1.95304299236159,12.6649273721705,-0.610175607675046,1,1,1.02082706801593,1.02082706801593,1.02082706801593
'61,'6103,'610342,Men's  trousers,49.8656819827032,106.639236643944,0,0,0,106.639236643944,156.504918626647,63.7965041813624,127.936692420032%,137.441332617312,128.884392783318%,0,0%,0,0,0,0,137.441332617312,128.884392783318%,201.237836798675,128.58243598001%,10.5251151054104%,20.1037192311203%,0.241200150610839,10.1632149224232,101.257643831124,0.00982524087710091,0,0,-375.959273130866,-176.576111380868,0.0858859275139721,0,0.196902320313107,-0.131362500260607,-694.509715716233,337.678971031535,11.1691659057028,1.09062516086203,204.443077392869,1,1.1089999973774,1.1089999973774,1.1089999973774,1.1089999973774
'43,'4303,'430310,Furskin apparel,63.3773878137071,0.487991498937836,0,0,0.047986973619116,0.535978472556952,63.9133662862641,179.145320467324,282.664411783438%,1.3882337068894,284.47907594928%,0,0%,0,0,0.136522485111471,284.499052170038%,1.52475619200087,284.480864450923%,180.670076659325,282.679644583442%,1.03156122316637%,3.84653341484999%,-1.6623699260327,-0.75784140279845,-63.0784146307749,0,0,0,-51.3276756222767,0,0.000468731998865213,76.1786670746322,-0.201098663985176,0,-0.0561385009056181,-54.4734218710437,-44.3994113589943,-0.716715310416419,-10.8380509543767,1,1.20000000298023,1.20000000298023,1.20000000298023,1.20000000298023
'41,'4101,'410190,Split raw hides,18.3932682902697,24.8165943208704,609.11734107894,0,0,633.93393539981,652.32720369008,5.10408909151196,27.7497669851969%,5.66106698994988,22.8116191801105%,168.392593694166,27.6453455414501%,0,0,0,0,174.053660684116,27.4561197886249%,179.157749775628,27.4643995777226%,2.8649253318666%,3.63173065937578%,-45.0795814451007,-0.0447419868540671,-0.251117648910897,-0.0579701109637938,0,0,-26.180003849935,0,-0.0141185179799557,0,0,0,0,-3.02390480548456,-0.151482178381912,-0.083727467930089,-0.386922742611659,1,1.10000000149012,1.10000000149012,1.10000000149012,1.10000000149012
'20,'2008,'200819,"*Nuts, prepared or preserved",299.259068805489,0,0,71.9808312354129,0,71.9808312354129,371.239900040902,144.350613315804,48.2360029695969%,0,0,0,0%,34.575481016621,48.0342897174139%,0,0,34.575481016621,48.0342897174139%,178.926094332425,48.1968921747666%,0.185278219030058%,0.273748060047147%,-0.266696548747213,-0.105510799927266,-14.3527207878203,-1.09210547027669,0,-0.0477634648102594,-57.8099712250987,-0.506811397095135,-0.0514730810181163,0,-0.0123568754138716,-0.0218643152322926,-1.2306062203279,-9.55480754119344,-0.782527287335142,-2.48431557931326,-1.76881508194856,1,1.05656249821186,1.10350000113249,1.10350000113249,1.10350000113249
'03,'0303,'030341,Frozen albacore / longfinned tunas,0,1185.54972769852,0,0,0,1185.54972769852,1185.54972769852,0,0%,170.576857390258,14.3879968427301%,0,0%,0,0,0,0,170.576857390258,14.3879968427301%,170.576857390258,14.3879968427301%,25.6717067923342%,28.3761552445533%,-2.2995500977745,-0.566561793347873,-6.33545494970371,0,0,0,-50.4754154267139,0,0,0,0,0,0,-1.34861927049315,0,-0.356881160794501,-11.4975162092451,1,1.03500000014901,1.03500000014901,1.03500000014901,1.03500000014901
'64,'6401,'640192,Waterproof footwear,66.8235483782767,0.499426691477441,0,0,0,0.499426691477441,67.3229750697541,167.557315140534,250.745910995359%,1.2899839899607,258.292961103975%,0,0%,0,0,0,0,1.2899839899607,258.292961103975%,168.847299130495,250.801897800194%,2.8288885891789%,9.3703536676539%,0.000324676259419281,-5.77741359101875,-122.869365188214,0.00092424971715438,0,0,-13.7982935493201,-3.19836207682363,0,0,0,0,-118.528168054604,6.56963120456203,-3.01795145440701,-0.0278690877756276,-1.57418353193452,1,1.16850000619888,1.16850000619888,1.16850000619888,1.16850000619888
'38,'3814,'381400,Organic composite solvents,106.008864317483,526.709775075183,0,0,0,526.709775075183,632.718639392666,30.1562169437269,28.4468823790178%,133.410933607017,25.3291167015031%,0,0%,0,0,0,0,133.410933607017,25.3291167015031%,163.567150550744,25.8514828499045%,21.7997324162914%,26.2353603463427%,-0.757473301403769,-11.0460726204668,-47.6729474103741,0.0373200066513419,0,0,-69.1160419307998,-0.00427911937547165,0,0,0,-0.481912354426413,-0.00123032204033113,-21.0008309309851,-2.32603517365715,-3.36927969163935,-2.47085271852666,1,1,1.03900000080466,1.03900000080466,1.03900000080466
'62,'6211,'621143,Women's tracksuits,136.93425285074,1.18069347638679,0.10321804110849,0,0,1.28391151749528,138.218164368236,161.832104196643,118.182339938745%,1.45542754075419,123.268872900709%,0.124630726345586,120.745099410083%,0,0,0,0,1.58005826709978,123.065978112124%,163.412162463743,118.227704159336%,0.116872832731373%,0.254498499060234%,5.75871200855345,16.4329334933102,111.392001805364,0.0350946654670157,0,0,-284.043084441626,-0.114398153372782,0.610078650994531,1.16285179184008,0,0.0128252463155896,-1488.2299641865,676.175703017332,4.12004401476224,0.893563690841177,127.147654074179,1,1.10950000584126,1.10950000584126,1.10950000584126,1.10950000584126
'15,'1504,'150420,Fats and fish oils,16.5757049482853,186.671132697084,0,0,0,186.671132697084,203.246837645369,13.3278207528446,80.4057552570233%,149.768423857591,80.2311646657358%,0,0%,0,0,0,0,149.768423857591,80.2311646657358%,163.096244610436,80.245403323328%,4.88365225261187%,8.46586780498945%,-0.527879975887559,-1.00990589428841,-3.84913172072354,-0.0232146559047139,0,-57.6693592380871,-131.256751387402,0,-0.408379822843131,281.119505601691,-30.583582618051,0,-0.0724383174494356,-5.74690720858894,-10.9404515354363,-30.6697944152411,-55.56170832096,1,1.07000000029802,1.07000000029802,1.07000000029802,1.07000000029802
'15,'1512,'151211,*Crude sunflower oil,0,752.284869493536,0,0,55.7530246614095,808.037894154945,808.037894154945,0,0%,150.753907592786,20.0394709113689%,0,0%,0,0,8.17696685084968,14.6664094020168%,158.930874443636,19.6687402401898%,158.930874443636,19.6687402401898%,99.1153008758525%,99.2006682462963%,-0.087206866936253,-0.0319471279764718,-0.0738657898394131,0,0,0,-40.9566121416356,0,-2.52292020441473,0,0,0,0,0,-13.3643950900969,-23.2617469573179,-11.8129643829652,1,1.03911100327969,1.03911100327969,1.03911100327969,1.03911100327969
'61,'6110,'611030,Sweaters of man-made fibres,73.0909902760219,45.2259110985637,0.676525786569877,0,0.53455677782502,46.4369936629586,119.527983938981,86.374312714232,118.173679667011%,56.9204893073882,125.858137348162%,0.836128112050925,123.591462239786%,0,0,0.638738118261295,119.489293702376%,58.3953555377004,125.751800302871%,144.769668251932,121.117803112816%,0.476431673181768%,0.995464329738909%,0.507118237804116,246.750983402908,2215.47483100823,0.0285544541136531,0,0,1277.13854489708,-341.446394648671,17.0487215966859,19.3406949056526,0.900274812436351,-12.203631522197,-13663.5445163387,6945.23487321916,57.4874575590038,0.623379596898758,1104.52855106787,1,1.10449999570847,1.10449999570847,1.10449999570847,1.10449999570847
'08,'0811,'081120,"*Frozen raspberries, blackberries, etc",0,410.094600566303,0,0,0,410.094600566303,410.094600566303,0,0%,140.863280439436,34.3489722237056%,0,0%,0,0,0,0,140.863280439436,34.3489722237056%,140.863280439436,34.3489722237056%,5.58410373941557%,7.3727033080037%,-0.427541688669793,-0.000696882305518898,-11.278819199854,0,0,-15.4523520328403,-128.499573701862,0,0,315.53656238897,0,0,0,-0.125085782180236,-6.10088639399601,-7.54139612890958,-10.1970263247044,1,1.03900000080466,1.07800000160933,1.07800000160933,1.07800000160933
'03,'0303,'030339,Frozen flat fish,0.862012743899788,1003.33959404587,0,0,0,1003.33959404587,1004.20160678976,0.126649518591605,14.6923023456285%,138.521289907559,13.8060224802837%,0,0%,0,0,0,0,138.521289907559,13.8060224802837%,138.647939426151,13.8067832682902%,10.1557895465137%,11.462115472864%,-64.7348928390261,-0.437495175143155,-3.48512408084878,0,0,0,-39.0485819116293,0,0,0.941109384301696,0,0,-0.00857362858005928,-0.074113607509247,-0.732203402380037,-10.7628422957205,-0.678933350659463,1,1.03500000014901,1.03500000014901,1.03500000014901,1.03500000014901
'03,'0306,'030617,Frozen shrimps and prawns,70.8924154665703,3361.12082819544,0,0,0,3361.12082819544,3432.01324366201,2.86271687494214,4.03811445286706%,133.851090052117,3.98233496782623%,0,0%,0,0,0,0,133.851090052117,3.98233496782623%,136.713806927059,3.98348716105722%,52.4862341192908%,52.7079022973823%,-0.659969328672446,-1.12583699978176,-1.06260548713679,-0.174941062930884,-0.00317181040696823,0,-39.203310649842,-0.201442836983915,-0.173709836264607,0,-0.0412773812422529,0,2.24737514858134,-0.699478169539361,-0.000703911927701029,-0.00339212557230439,-7.25912489183247,1,1.00999999977648,1.00999999977648,1.00999999977648,1.00999999977648
'17,'1704,'170410,*Chewing gum,100.919588824255,0,0,0,0,0,100.919588824255,135.46634274807,134.231960639451%,0,0,0,0%,0,0,0,0,0,0%,135.46634274807,134.231960639451%,0%,0%,-0.19502864017669,-0.875951745609451,-63.9988643581376,0,0,0,-60.0583759295869,0,-0.125038092342439,0,0,0,0,-2.88236288052883,-0.14099984272157,-0.123473794175359,-6.65303429550136,1,1.23999999463558,1.23999999463558,1.23999999463558,1.23999999463558
'63,'6307,'630790,Dress patterns,214.738803659333,60.4007647715894,0.930874710052073,0,0,61.3316394816414,276.070443140975,103.595752141646,48.2426791880579%,30.5153520736336,50.5214663904173%,0.458660569845512,49.2719981424627%,0,0,0,0,30.9740126434791,50.5025023059274%,134.569764785125,48.7447200989955%,0.823029190821063%,1.21742204814108%,5.84139535398414,13.078557090016,460.845744303921,0.494046775418042,0,0.00287743426383313,-321.110115663847,-44.8489676517352,9.19725142975858,45.9520779822249,0.0143924600455581,-58.9194868566224,-1688.94939300331,1048.89132053149,10.6257880956728,26.4674484363422,79.8863096607965,1,1.0093999998644,1.05299999937415,1.05299999937415,1.05299999937415
'03,'0303,'030363,Frozen cod,0,546.4718363258,1.75332843047857,0,0,548.225164756279,548.225164756279,0,0%,131.259625039077,24.0194674846558%,0.456455772963584,26.0336720165425%,0,0,0,0,131.716080812041,24.0259092941486%,131.716080812041,24.0259092941486%,37.663700560449%,40.9475920437344%,-4.54031681117418,-3.46586082938001,-0.616922808274154,0,0,0,-36.7620703086723,0,0,0,0,0,0,0,-0.000326191259694353,-11.8642944679959,-0.79335503520997,1,1.0599999986589,1.0599999986589,1.0599999986589,1.0599999986589
'13,'1302,'130219,*Vegetable saps,529.651354188827,60.1702309387543,2.81455187570442,0.543248757952256,23.7392076859101,87.2672392583211,616.918593447148,108.922600684006,20.56496218174%,12.4206027823987,20.6424382765646%,0.581610213509158,20.6643984262537%,0.112108148692756,20.6366138995589%,4.76394016508605,20.0678145122492%,17.8782613096867,20.4867960320882%,126.800861993693,20.5539050598507%,0.497316881224697%,0.59650789646156%,-2.94827152566958,-4.40034466452116,-3.21485146335189,-0.0596566859901486,0,-0.111052721106489,-47.0787104134215,-0.0183513228793117,-0.0732575406035494,39.1623760115434,-0.0554222721654583,0,0.338457203108987,-5.4712624061649,-2.32254793713946,-2.14639155907935,-4.85465705254319,1,1.04812499880791,1.04812499880791,1.04812499880791,1.04812499880791
'20,'2007,'200799,"*Jams, jellies, marmalades, etc",99.5256026607733,10.7122691599876,0,0,0,10.7122691599876,110.237871820761,113.17764120018,113.717112154486%,12.1748726276755,113.65353545401%,0,0%,0,0,0,0,12.1748726276755,113.65353545401%,125.352513827855,113.710934144002%,0.197588652945811%,0.418701157147587%,-0.72325839433044,-0.0670039178390404,-14.6604820811309,-6.71729708176076,0,-7.30926967462892,-393.54601382179,-1.04919979573998,-7.76985796209692,1125.95375889432,-0.00656968039013384,0,0,-13.4205701306532,-63.6082348498167,-4.71283864382531,-10.9229187364713,1,1.210250005126,1.210250005126,1.210250005126,1.210250005126
'62,'6211,'621133,Men's  tracksuits of man-made fibres,41.6103202422838,62.5252826904789,0.00949593842376996,0,0,62.5347786289027,104.145098871186,48.6807148874889,116.991925570475%,72.8080382308234,116.445756177141%,0.0112098979454791,118.049395912455%,0,0,0,0,72.8192481287689,116.445999690663%,121.499963016258,116.664119899235%,5.62073032490801%,11.3453500398233%,0.0705352013846734,0.662021872291459,27.2070507002541,0.00698112195144507,0,0,140.838570748339,-0.40229330996695,8.58840968592892,75.8509496806338,0.00226953870497215,0.00438379429802005,-1315.46760284851,330.98829136003,2.77020690390032,1.74002229134817,81.4280937858712,1,1.10950000584126,1.10950000584126,1.10950000584126,1.10950000584126
'34,'3403,'340399,Anti-rust lubricant preparations,114.970993881701,383.830044932988,49.5860276431881,0,0,433.416072576176,548.387066457877,25.6308625344148,22.2933295338714%,81.0237541056891,21.1092787485761%,10.8464628759659,21.8740306322076%,0,0,0,0,91.870216981655,21.1967720614487%,117.50107951607,21.4266686256896%,2.57298830441383%,3.08136806842014%,-8.29028757419221,-15.5733035953705,-51.0096849815336,-0.116123756386514,0,0,-94.5642202849849,0.00149068337410574,-0.0000739038983322837,0,0,-0.0745967185414429,0.00311170402239114,-0.500310950771109,-2.77321844834296,-2.42230543888581,-1.00481228220087,1,1,1.03099999949336,1.03099999949336,1.03099999949336
